Brand,Year,Card Number,Player,Team,Price,Avg Ebay Price,All Card Data,Count,Median Listed Price,Cheapest Price,Most Expensive Price,Buy It Now Count,Buy It Now Avg,Auct Count,Act Avg,Query,Confidence level,,,Rarity,,
Topps Archive (1991),1953,5,Joe Dobson,Chicago White Sox,$0.20,$1.79,Topps Archive (1991)|1953|5|Joe Dobson|Chicago White Sox,16,$1.99,$1.00,$2.88,16,$1.79,$0.00,N/A,Query: 1953 Topps Archive (1991) Joe Dobson | Found: 26 | Used: 16 | API: 1 | Outliers: 0,High Confidence,Market Data,10/25/2025,Uncommon,0.4x,Moderate (±28%)
Topps,1992,543,Jerome Walton,Chicago Cubs,$0.10,$1.47,Topps|1992|543|Jerome Walton|Chicago Cubs,93,$1.49,$0.99,$2.25,93,$1.47,$0.00,N/A,Query: 1992 Topps Jerome Walton (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,5.9x,Moderate (±29%)
Topps,1992,549,Joe Torre,St. Louis Cardinals,$0.10,$1.51,Topps|1992|549|Joe Torre|St. Louis Cardinals,118,$1.50,$0.50,$3.00,118,$1.51,$0.00,N/A,Query: 1992 Topps Joe Torre (broad) | Found: 200 | Used: 118 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,6.0x,Moderate (±31%)
Topps,1992,583,Mel Rojas,Montreal Expos,$0.07,$1.52,Topps|1992|583|Mel Rojas|Montreal Expos,92,$1.50,$0.99,$2.99,92,$1.52,$0.00,N/A,Query: 1992 Topps Mel Rojas (broad) | Found: 200 | Used: 92 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,6.1x,Moderate (±31%)
Topps,1992,612,Pat Kelly,New York Yankees,$0.25,$1.39,Topps|1992|612|Pat Kelly|New York Yankees,82,$1.39,$0.49,$2.25,82,$1.39,$0.00,N/A,Query: 1992 Topps Pat Kelly (broad) | Found: 200 | Used: 82 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,5.6x,Moderate (±30%)
Topps,1992,637,Orlando Merced,Pittsburgh Pirates,$0.13,$1.43,Topps|1992|637|Orlando Merced|Pittsburgh Pirates,86,$1.41,$0.99,$2.25,86,$1.43,$0.00,N/A,Query: 1992 Topps Orlando Merced (broad) | Found: 200 | Used: 86 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,5.7x,Moderate (±29%)
Topps,1992,672,Eric Plunk,New York Yankees,$0.19,$1.64,Topps|1992|672|Eric Plunk|New York Yankees,72,$1.59,$0.49,$3.20,72,$1.64,$0.00,N/A,Query: 1992 Topps Eric Plunk (broad) | Found: 168 | Used: 72 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,6.6x,Moderate (±39%)
Topps,1992,680,Dale Murphy,Philadelphia Phillies,$0.18,$1.15,Topps|1992|680|Dale Murphy|Philadelphia Phillies,1,$1.15,$1.15,$1.15,1,$1.15,$0.00,N/A,Query: 1992 Topps Dale Murphy (broad) | Found: 200 | Used: 1 | API: 2 | Outliers: 0,Low Confidence,Single Listing,10/26/2025,Very Rare,4.6x,N/A
Topps,1992,684,Trever Miller,Detroit Tigers,$0.10,$1.66,Topps|1992|684|Trever Miller|Detroit Tigers,107,$1.61,$0.99,$3.38,107,$1.66,$0.00,N/A,Query: 1992 Topps Trever Miller (broad) | Found: 200 | Used: 107 | API: 2 | Outliers: 1,High Confidence,Market Data,10/26/2025,Common,6.6x,Moderate (±37%)
Topps,1992,692,Scott Ruskin,Montreal Expos,$0.05,$1.46,Topps|1992|692|Scott Ruskin|Montreal Expos,92,$1.49,$0.99,$2.25,92,$1.46,$0.00,N/A,Query: 1992 Topps Scott Ruskin (broad) | Found: 200 | Used: 92 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,5.8x,Moderate (±29%)
Topps,1992,696,Joe Boever,Philadelphia Phillies,$0.18,$1.42,Topps|1992|696|Joe Boever|Philadelphia Phillies,84,$1.40,$0.99,$2.25,84,$1.42,$0.00,N/A,Query: 1992 Topps Joe Boever (broad) | Found: 200 | Used: 84 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,5.7x,Moderate (±30%)
Topps,1992,705,Dwight Evans,Baltimore Orioles,$0.18,$1.48,Topps|1992|705|Dwight Evans|Baltimore Orioles,106,$1.50,$0.50,$2.25,106,$1.48,$0.00,N/A,Query: 1992 Topps Dwight Evans (broad) | Found: 200 | Used: 106 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,5.9x,Moderate (±27%)
Topps,1992,709,Chris James,Cleveland Indians,$0.05,$1.44,Topps|1992|709|Chris James|Cleveland Indians,91,$1.49,$0.99,$2.25,91,$1.44,$0.00,N/A,Query: 1992 Topps Chris James (broad) | Found: 200 | Used: 91 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,5.8x,Moderate (±29%)
Topps,1992,717,Ken Dayley,Toronto Blue Jays,$0.07,$1.57,Topps|1992|717|Ken Dayley|Toronto Blue Jays,99,$1.55,$0.99,$2.99,99,$1.57,$0.00,N/A,Query: 1992 Topps Ken Dayley (broad) | Found: 200 | Used: 99 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,6.3x,Moderate (±35%)
Topps,1992,722,Walt Terrell,Detroit Tigers,$0.15,$1.59,Topps|1992|722|Walt Terrell|Detroit Tigers,96,$1.61,$0.99,$2.99,96,$1.59,$0.00,N/A,Query: 1992 Topps Walt Terrell (broad) | Found: 200 | Used: 96 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,6.4x,Moderate (±31%)
Topps,1992,743,Darren Lewis,San Francisco Giants,$0.18,$1.47,Topps|1992|743|Darren Lewis|San Francisco Giants,82,$1.49,$0.99,$2.59,82,$1.47,$0.00,N/A,Query: 1992 Topps Darren Lewis (broad) | Found: 200 | Used: 82 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,5.9x,Moderate (±29%)
Topps - Gold,1992,285,Bob Welch,Oakland Athletics,$0.18,$1.54,Topps - Gold|1992|285|Bob Welch|Oakland Athletics,24,$1.50,$0.99,$2.99,24,$1.54,$0.00,N/A,Query: 1992 Topps - Gold Bob Welch | Found: 49 | Used: 24 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,6.2x,Moderate (±32%)
Triple Play,1992,17,Robin Ventura,Chicago White Sox,$0.18,$1.60,Triple Play|1992|17|Robin Ventura|Chicago White Sox,35,$1.59,$0.99,$2.50,35,$1.60,$0.00,N/A,Query: 1992 Triple Play Robin Ventura (broad) | Found: 65 | Used: 35 | API: 2 | Outliers: 6,High Confidence,Market Data,10/26/2025,Common,6.4x,Moderate (±24%)
Triple Play,1992,19,Greg Maddux,Chicago Cubs,$0.18,$1.62,Triple Play|1992|19|Greg Maddux|Chicago Cubs,108,$1.59,$0.49,$3.00,108,$1.62,$0.00,N/A,Query: 1992 Triple Play Greg Maddux (broad) | Found: 145 | Used: 108 | API: 2 | Outliers: 3,High Confidence,"Market Data (0 graded, 5 parallel adjusted)",10/26/2025,Common,6.5x,Moderate (±35%)
Triple Play,1992,29,Cecil Fielder,Detroit Tigers,$0.18,$1.41,Triple Play|1992|29|Cecil Fielder|Detroit Tigers,51,$1.49,$0.49,$2.50,51,$1.41,$0.00,N/A,Query: 1992 Triple Play Cecil Fielder (broad) | Found: 78 | Used: 51 | API: 2 | Outliers: 4,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,5.6x,Moderate (±32%)
Triple Play,1992,110,John Olerud,Toronto Blue Jays,$0.18,$1.45,Triple Play|1992|110|John Olerud|Toronto Blue Jays,35,$1.49,$0.50,$2.25,35,$1.45,$0.00,N/A,Query: 1992 Triple Play John Olerud (broad) | Found: 55 | Used: 35 | API: 2 | Outliers: 2,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,5.8x,Moderate (±28%)
Upper Deck,1992,254,Kirby Puckett,Minnesota Twins,$1.49,$1.44,Upper Deck|1992|254|Kirby Puckett|Minnesota Twins,153,$1.50,$0.49,$1.99,153,$1.44,$0.00,N/A,Query: 1992 Upper Deck Kirby Puckett (broad) | Found: 200 | Used: 153 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 10 parallel adjusted)",10/26/2025,Common,3.6x,Moderate (±30%)
Bowman,1993,510,Bret Saberhagen,New York Mets,$0.18,$1.43,Bowman|1993|510|Bret Saberhagen|New York Mets,14,$1.49,$0.50,$2.00,14,$1.43,$0.00,N/A,Query: 1993 Bowman Bret Saberhagen | Found: 38 | Used: 14 | API: 1 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Uncommon,5.7x,Moderate (±31%)
Bowman,1993,557,Reggie Jefferson,Cleveland Indians,$0.18,$1.32,Bowman|1993|557|Reggie Jefferson|Cleveland Indians,12,$0.99,$0.99,$2.25,12,$1.32,$0.00,N/A,Query: 1993 Bowman Reggie Jefferson | Found: 34 | Used: 12 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Uncommon,5.3x,Moderate (±34%)
Bowman,1993,639,George Bell,Chicago White Sox,$0.18,$1.68,Bowman|1993|639|George Bell|Chicago White Sox,18,$1.79,$0.99,$3.00,18,$1.68,$0.00,N/A,Query: 1993 Bowman George Bell | Found: 37 | Used: 18 | API: 1 | Outliers: 1,High Confidence,Market Data,10/26/2025,Uncommon,6.7x,Moderate (±35%)
Donruss,1993,537,Kenny Lofton,Cleveland Indians,$0.18,$1.66,Donruss|1993|537|Kenny Lofton|Cleveland Indians,112,$1.69,$0.49,$3.00,112,$1.66,$0.00,N/A,Query: 1993 Donruss Kenny Lofton (broad) | Found: 177 | Used: 112 | API: 2 | Outliers: 10,High Confidence,"Market Data (1 graded, 4 parallel adjusted)",10/26/2025,Common,6.6x,Moderate (±32%)
Fleer,1993,218,Kenny Lofton,Cleveland Indians,$0.18,$1.53,Fleer|1993|218|Kenny Lofton|Cleveland Indians,145,$1.50,$0.49,$2.99,145,$1.53,$0.00,N/A,Query: 1993 Fleer Kenny Lofton (broad) | Found: 200 | Used: 145 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 5 parallel adjusted)",10/26/2025,Common,6.1x,Moderate (±37%)
Fleer,1993,659,Harold Baines,Oakland Athletics,$0.15,$1.55,Fleer|1993|659|Harold Baines|Oakland Athletics,58,$1.50,$0.50,$3.42,58,$1.55,$0.00,N/A,Query: 1993 Fleer Harold Baines (broad) | Found: 100 | Used: 58 | API: 2 | Outliers: 2,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,6.2x,Volatile (±40%)
Milk Bone Superstars,1993,14,Ben McDonald,Baltimore Orioles,$0.18,$2.05,Milk Bone Superstars|1993|14|Ben McDonald|Baltimore Orioles,16,$1.99,$0.99,$2.99,16,$2.05,$0.00,N/A,Query: 1993 Milk Bone Superstars Ben McDonald | Found: 23 | Used: 16 | API: 1 | Outliers: 2,High Confidence,Market Data,10/26/2025,Uncommon,8.2x,Moderate (±40%)
O-Pee-Chee Premier - Star Performers,1993,17,Kenny Lofton,Cleveland Indians,$0.18,$1.82,O-Pee-Chee Premier - Star Performers|1993|17|Kenny Lofton|Cleveland Indians,28,$1.75,$0.99,$4.14,28,$1.82,$0.00,N/A,Query: 1993 O-Pee-Chee Premier - Star Performers Kenny Lofton | Found: 37 | Used: 28 | API: 1 | Outliers: 3,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,7.3x,Moderate (±39%)
Pinnacle,1993,321,Royce Clayton,San Francisco Giants,$0.18,$1.26,Pinnacle|1993|321|Royce Clayton|San Francisco Giants,16,$1.14,$0.69,$1.89,16,$1.26,$0.00,N/A,Query: 1993 Pinnacle Royce Clayton | Found: 36 | Used: 16 | API: 1 | Outliers: 2,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Uncommon,5.0x,Moderate (±28%)
Score,1993,78,Ellis Burks,Boston Red Sox,$0.18,$1.25,Score|1993|78|Ellis Burks|Boston Red Sox,14,$1.00,$0.69,$2.27,14,$1.25,$0.00,N/A,Query: 1993 Score Ellis Burks | Found: 42 | Used: 14 | API: 1 | Outliers: 2,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Uncommon,5.0x,Moderate (±32%)
Score,1993,82,Milt Cuyler,Detroit Tigers,$0.18,$1.68,Score|1993|82|Milt Cuyler|Detroit Tigers,9,$1.29,$0.99,$3.41,9,$1.68,$0.00,N/A,Query: 1993 Score Milt Cuyler | Found: 33 | Used: 9 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Scarce,6.7x,Volatile (±53%)
Score,1993,98,Kent Hrbek,Minnesota Twins,$0.18,$1.61,Score|1993|98|Kent Hrbek|Minnesota Twins,10,$1.40,$0.99,$3.42,10,$1.61,$0.00,N/A,Query: 1993 Score Kent Hrbek | Found: 38 | Used: 10 | API: 1 | Outliers: 2,High Confidence,Market Data,10/26/2025,Uncommon,6.4x,Volatile (±44%)
Score,1993,165,John Wetteland,Montreal Expos,$0.18,$1.63,Score|1993|165|John Wetteland|Montreal Expos,20,$1.59,$0.99,$3.41,20,$1.63,$0.00,N/A,Query: 1993 Score John Wetteland | Found: 45 | Used: 20 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,6.5x,Volatile (±41%)
Score,1993,180,Jeff Parrett,Oakland Athletics,$0.18,$1.50,Score|1993|180|Jeff Parrett|Oakland Athletics,14,$1.29,$0.99,$2.99,14,$1.50,$0.00,N/A,Query: 1993 Score Jeff Parrett | Found: 35 | Used: 14 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Uncommon,6.0x,Volatile (±41%)
Score,1993,185,Rick Wilkins,Chicago Cubs,$0.15,$1.26,Score|1993|185|Rick Wilkins|Chicago Cubs,10,$0.99,$0.99,$2.10,10,$1.26,$0.00,N/A,Query: 1993 Score Rick Wilkins | Found: 33 | Used: 10 | API: 1 | Outliers: 1,High Confidence,Market Data,10/26/2025,Uncommon,5.0x,Moderate (±30%)
Score,1993,242,Ben Rivera,Philadelphia Phillies,$0.18,$1.84,Score|1993|242|Ben Rivera|Philadelphia Phillies,11,$1.75,$0.99,$3.42,11,$1.84,$0.00,N/A,Query: 1993 Score Ben Rivera | Found: 33 | Used: 11 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Uncommon,7.4x,Volatile (±41%)
Score,1993,258,William Suero,Milwaukee Brewers,$0.18,$1.58,Score|1993|258|William Suero|Milwaukee Brewers,14,$1.60,$0.99,$2.10,14,$1.58,$0.00,N/A,Query: 1993 Score William Suero | Found: 23 | Used: 14 | API: 1 | Outliers: 1,High Confidence,Market Data,10/26/2025,Uncommon,6.3x,Moderate (±20%)
Score,1993,382,Jerry Browne,Oakland Athletics,$0.15,$1.63,Score|1993|382|Jerry Browne|Oakland Athletics,8,$1.99,$0.99,$2.99,8,$1.63,$0.00,N/A,Query: 1993 Score Jerry Browne | Found: 21 | Used: 8 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Scarce,6.5x,Volatile (±43%)
Score,1993,410,Mike Timlin,Toronto Blue Jays,$0.15,$1.74,Score|1993|410|Mike Timlin|Toronto Blue Jays,7,$1.68,$0.99,$2.99,7,$1.74,$0.00,N/A,Query: 1993 Score Mike Timlin | Found: 20 | Used: 7 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Scarce,7.0x,Moderate (±37%)
Score,1993,415,Mickey Morandini,Philadelphia Phillies,$0.18,$2.29,Score|1993|415|Mickey Morandini|Philadelphia Phillies,12,$2.00,$0.99,$5.80,12,$2.29,$0.00,N/A,Query: 1993 Score Mickey Morandini | Found: 39 | Used: 12 | API: 1 | Outliers: 1,High Confidence,"Market Data (1 graded, 0 parallel adjusted)",10/26/2025,Uncommon,9.2x,Volatile (±63%)
Score,1993,482,Barry Bonds,Pittsburgh Pirates,$0.18,$1.53,Score|1993|482|Barry Bonds|Pittsburgh Pirates,172,$1.75,$0.50,$2.19,172,$1.53,$0.00,N/A,Query: 1993 Score Barry Bonds (broad) | Found: 200 | Used: 172 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 7 parallel adjusted)",10/26/2025,Common,6.1x,Moderate (±30%)
Score,1993,504,Ken Griffey Jr,Seattle Mariners,$0.18,$1.51,Score|1993|504|Ken Griffey Jr|Seattle Mariners,174,$1.49,$0.72,$2.49,174,$1.51,$0.00,N/A,Query: 1993 Score Ken Griffey Jr (broad) | Found: 200 | Used: 174 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,6.0x,Moderate (±33%)
Score,1993,552,Andre Dawson,Chicago Cubs,$0.20,$1.72,Score|1993|552|Andre Dawson|Chicago Cubs,40,$1.75,$0.69,$3.42,40,$1.72,$0.00,N/A,Query: 1993 Score Andre Dawson (broad) | Found: 70 | Used: 40 | API: 2 | Outliers: 4,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,6.9x,Moderate (±37%)
Score,1993,645,David Howard,Kansas City Royals,$0.18,$1.65,Score|1993|645|David Howard|Kansas City Royals,10,$1.69,$0.99,$2.99,10,$1.65,$0.00,N/A,Query: 1993 Score David Howard | Found: 22 | Used: 10 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Uncommon,6.6x,Moderate (±35%)
Score,1993,660,Jose Lind,Pittsburgh Pirates,$0.18,$1.49,Score|1993|660|Jose Lind|Pittsburgh Pirates,14,$1.29,$0.99,$2.99,14,$1.49,$0.00,N/A,Query: 1993 Score Jose Lind | Found: 39 | Used: 14 | API: 1 | Outliers: 1,High Confidence,Market Data,10/26/2025,Uncommon,6.0x,Moderate (±38%)
Score Stat Leaders,1993,52,Barry Bonds,Pittsburgh Pirates,$0.18,$1.68,Score Stat Leaders|1993|52|Barry Bonds|Pittsburgh Pirates,60,$1.99,$0.99,$2.49,60,$1.68,$0.00,N/A,Query: 1993 Score Stat Leaders Barry Bonds (broad) | Found: 78 | Used: 60 | API: 2 | Outliers: 11,High Confidence,Market Data,10/26/2025,Common,6.7x,Moderate (±25%)
SP,1993,123,Kenny Lofton,Cleveland Indians,$0.18,$1.78,SP|1993|123|Kenny Lofton|Cleveland Indians,43,$1.79,$0.50,$3.99,43,$1.78,$0.00,N/A,Query: 1993 SP Kenny Lofton (broad) | Found: 66 | Used: 43 | API: 2 | Outliers: 4,High Confidence,"Market Data (0 graded, 3 parallel adjusted)",10/26/2025,Common,7.1x,Moderate (±39%)
Stadium Club Kansas City Royals,1993,23,Curt Wilkerson,Kansas City Royals,$0.18,$1.91,Stadium Club Kansas City Royals|1993|23|Curt Wilkerson|Kansas City Royals,22,$1.69,$0.99,$3.99,22,$1.91,$0.00,N/A,Query: 1993 Stadium Club Curt Wilkerson | Found: 46 | Used: 22 | API: 1 | Outliers: 1,High Confidence,Market Data,10/26/2025,Common,3.8x,Volatile (±43%)
Stadium Club New York Yankees,1993,4,Danny Tartabull,New York Yankees,$0.18,$2.56,Stadium Club New York Yankees|1993|4|Danny Tartabull|New York Yankees,10,$2.49,$0.99,$4.50,10,$2.56,$0.00,N/A,Query: 1993 Stadium Club New Danny Tartabull | Found: 13 | Used: 10 | API: 1 | Outliers: 0,High Confidence,Market Data,10/26/2025,Uncommon,5.1x,Volatile (±44%)
Ted Williams,1993,32,Lou Boudreau,Cleveland Indians,$0.20,$1.58,Ted Williams|1993|32|Lou Boudreau|Cleveland Indians,41,$1.50,$0.99,$2.95,41,$1.58,$0.00,N/A,Query: 1993 Ted Williams Lou Boudreau (broad) | Found: 65 | Used: 41 | API: 2 | Outliers: 3,High Confidence,Market Data,10/26/2025,Common,6.3x,Moderate (±38%)
Topps,1993,6,Jeff Tackett,Baltimore Orioles,$0.18,$1.66,Topps|1993|6|Jeff Tackett|Baltimore Orioles,96,$1.70,$0.49,$2.97,96,$1.66,$0.00,N/A,Query: 1993 Topps Jeff Tackett (broad) | Found: 200 | Used: 96 | API: 2 | Outliers: 7,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,6.6x,Moderate (±30%)
Topps,1993,9,Kent Hrbek,Minnesota Twins,$0.15,$1.49,Topps|1993|9|Kent Hrbek|Minnesota Twins,105,$1.50,$0.49,$2.49,105,$1.49,$0.00,N/A,Query: 1993 Topps Kent Hrbek (broad) | Found: 200 | Used: 105 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 3 parallel adjusted)",10/26/2025,Common,6.0x,Moderate (±31%)
Topps,1993,11,Eric Karros,Los Angeles Dodgers,$0.18,$1.50,Topps|1993|11|Eric Karros|Los Angeles Dodgers,124,$1.59,$0.99,$1.90,124,$1.50,$0.00,N/A,Query: 1993 Topps Eric Karros (broad) | Found: 200 | Used: 124 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,6.0x,Stable (±19%)
Topps,1993,15,Marquis Grissom,Montreal Expos,$0.69,$1.50,Topps|1993|15|Marquis Grissom|Montreal Expos,111,$1.55,$0.99,$1.89,111,$1.50,$0.00,N/A,Query: 1993 Topps Marquis Grissom (broad) | Found: 200 | Used: 111 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,6.0x,Stable (±18%)
Topps,1993,19,Ed Nunez,Texas Rangers,$0.05,$1.55,Topps|1993|19|Ed Nunez|Texas Rangers,57,$1.52,$0.99,$2.99,57,$1.55,$0.00,N/A,Query: 1993 Topps Ed Nunez (broad) | Found: 139 | Used: 57 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,6.2x,Moderate (±32%)
Topps,1993,40,Ozzie Smith,St. Louis Cardinals,$0.18,$1.48,Topps|1993|40|Ozzie Smith|St. Louis Cardinals,151,$1.59,$0.49,$1.99,151,$1.48,$0.00,N/A,Query: 1993 Topps Ozzie Smith (broad) | Found: 200 | Used: 151 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 5 parallel adjusted)",10/26/2025,Common,5.9x,Moderate (±27%)
Topps,1993,47,Bob Scanlan,Chicago Cubs,$0.05,$1.59,Topps|1993|47|Bob Scanlan|Chicago Cubs,85,$1.55,$0.99,$2.99,85,$1.59,$0.00,N/A,Query: 1993 Topps Bob Scanlan (broad) | Found: 200 | Used: 85 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,6.4x,Moderate (±31%)
Topps,1993,49,Brian McRae,Kansas City Royals,$0.18,$1.45,Topps|1993|49|Brian McRae|Kansas City Royals,95,$1.50,$0.49,$2.25,95,$1.45,$0.00,N/A,Query: 1993 Topps Brian McRae (broad) | Found: 200 | Used: 95 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 7 parallel adjusted)",10/26/2025,Common,5.8x,Moderate (±30%)
Topps,1993,56,Chad Mottola,Cincinnati Reds,$0.18,$1.62,Topps|1993|56|Chad Mottola|Cincinnati Reds,109,$1.59,$0.99,$2.99,109,$1.62,$0.00,N/A,Query: 1993 Topps Chad Mottola (broad) | Found: 200 | Used: 109 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,6.5x,Moderate (±36%)
Topps,1993,69,John Vander Wal,Montreal Expos,$0.18,$1.50,Topps|1993|69|John Vander Wal|Montreal Expos,84,$1.49,$0.50,$2.99,84,$1.50,$0.00,N/A,Query: 1993 Topps John Vander Wal (broad) | Found: 200 | Used: 84 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,6.0x,Moderate (±34%)
Topps,1993,75,Juan Guzman,Toronto Blue Jays,$0.18,$1.51,Topps|1993|75|Juan Guzman|Toronto Blue Jays,109,$1.59,$0.99,$1.99,109,$1.51,$0.00,N/A,Query: 1993 Topps Juan Guzman (broad) | Found: 200 | Used: 109 | API: 2 | Outliers: 0,High Confidence,Market Data,10/26/2025,Common,6.0x,Moderate (±25%)
Topps,1993,76,Kevin Appier,Kansas City Royals,$0.20,$1.52,Topps|1993|76|Kevin Appier|Kansas City Royals,90,$1.55,$0.50,$2.25,90,$1.52,$0.00,N/A,Query: 1993 Topps Kevin Appier (broad) | Found: 200 | Used: 90 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/26/2025,Common,6.1x,Moderate (±28%)
Topps,1993,80,Cecil Fielder,Detroit Tigers,$0.20,$1.46,Topps|1993|80|Cecil Fielder|Detroit Tigers,110,$1.50,$0.49,$1.99,110,$1.46,$0.00,N/A,Query: 1993 Topps Cecil Fielder (broad) | Found: 200 | Used: 110 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,5.8x,Moderate (±25%)
Topps,1993,80,Cecil Fielder,Detroit Tigers,$0.20,$1.46,Topps|1993|80|Cecil Fielder|Detroit Tigers,110,$1.50,$0.49,$1.99,110,$1.46,$0.00,N/A,Query: 1993 Topps Cecil Fielder (broad) | Found: 200 | Used: 110 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,5.8x,Moderate (±25%)
Topps,1993,85,"Sandy Alomar, Jr",Cleveland Indians,$0.18,$1.46,"Topps|1993|85|Sandy Alomar, Jr|Cleveland Indians",61,$1.39,$0.49,$3.42,61,$1.46,$0.00,N/A,"Query: 1993 Topps Sandy Alomar, Jr (broad) | Found: 142 | Used: 61 | API: 2 | Outliers: 6",High Confidence,"Market Data (0 graded, 9 parallel adjusted)",10/26/2025,Common,5.8x,Volatile (±45%)
Topps,1993,87,Kevin Reimer,Texas Rangers,$0.18,$1.52,Topps|1993|87|Kevin Reimer|Texas Rangers,89,$1.60,$0.49,$2.25,89,$1.52,$0.00,N/A,Query: 1993 Topps Kevin Reimer (broad) | Found: 200 | Used: 89 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,6.1x,Moderate (±29%)
Topps,1993,91,Craig Colbert,San Francisco Giants,$0.18,$1.69,Topps|1993|91|Craig Colbert|San Francisco Giants,76,$1.69,$0.99,$3.36,76,$1.69,$0.00,N/A,Query: 1993 Topps Craig Colbert (broad) | Found: 183 | Used: 76 | API: 2 | Outliers: 3,High Confidence,Market Data,10/26/2025,Common,6.8x,Moderate (±39%)
Topps,1993,93,Pedro Astacio,Los Angeles Dodgers,$0.18,$1.45,Topps|1993|93|Pedro Astacio|Los Angeles Dodgers,88,$1.49,$0.49,$2.25,88,$1.45,$0.00,N/A,Query: 1993 Topps Pedro Astacio (broad) | Found: 200 | Used: 88 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,5.8x,Moderate (±29%)
Topps,1993,104,Mike Butcher,Anaheim Angels,$0.18,$1.66,Topps|1993|104|Mike Butcher|Anaheim Angels,88,$1.69,$0.49,$3.00,88,$1.66,$0.00,N/A,Query: 1993 Topps Mike Butcher (broad) | Found: 200 | Used: 88 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/26/2025,Common,6.6x,Moderate (±36%)
